🇨🇳［财经］,#genre# 
东森新闻,http://103.214.71.71:1677/www.zhiboyuandakatv.xyz/MAX_3-Days.m3u8?md5=70qj8XH4usan4DGZc2X6uw&expires=1672125181,tvming-ETTVNews
东森财经,http://103.214.71.71:1679/www.zhiboyuandakatv.xyz/MAX_3-Days.m3u8?md5=70qj8XH4usan4DGZc2X6uw&expires=1672125181,tvming-ETTVFinance
东森电影,http://pull-l3-cny.douyincdn.com/live/3d50d525417f450fdbc3fbbf5ac32960.m3u8,tvming-ETTVM
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8,tvming-NULL
东森洋片,http://pull-l3-cny.douyincdn.com/live/ed503be0a61dc988e0a7d9e1f57a1885.m3u8,tvming-ETTVYP
华视新闻,http://stream.dsichannel.com:80/hls/cts-news.m3u8,tvming-NULL
华语电视,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8,tvming-NULL
寰宇新闻,https://pull-l3-cny.douyincdn.com/live/a9e3982a798d13ba350075af6cff4119.m3u8,tvming-NULL
民视,http://23.237.10.66:16334#http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=MF8F2804739628047396&ct=19193&tsum=73a49379fed74f8fc39359fcf589a9d8,tvming-FTVN
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8,tvming-NULL
台视新闻,http://23.237.10.66:16344#http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8#http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8,tvming-NULL
中天娱乐,http://pull-l3-cny.douyincdn.com/live/37e4951f0608d79a74ebed4ab2da462a.m3u8,tvming-NULL
中天综合,http://pull-l3-cny.douyincdn.com/live/5f26752efeee9e0c53cf6b530640ce60.m3u8,tvming-Ctitv
中天新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv009.stream/playlist.m3u8,tvming-CtitvN
莲花电影,http://pull-l3-cny.douyincdn.com/live/f3caad21816e3bfe2210a692387ab040.m3u8,tvming-NULL
美亚电影,http://pull-l3-cny.douyincdn.com/live/b16e0049bdda5f54e62d3c9b694d81ff.m3u8,tvming-NULL

🇨🇳［国际］,#genre# 
「CA」 5AABTV,http://158.69.124.9:1935/5aabtv/5aabtv/playlist.m3u8,tvming-NULL
「CA」 CA,https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8,tvming-NULL
「CA」 CANADAONE,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8,tvming-NULL
「CA」 INSIGHTTV,https://insighttv-samsung-canada.amagi.tv/playlist.m3u8,tvming-NULL
「CA」 INWONDER,https://inwonder-samsung-canada.amagi.tv/playlist.m3u8,tvming-NULL
「CA」 THESHOPPINGCHANNEL,http://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1,tvming-NULL
「CA」AMAZINGDISCOVERIESTV,https://uni01rtmp.tulix.tv/amazingdtv/amazingdtv/playlist.m3u8,tvming-NULL
「DE」 BADEN TV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/live.m3u8,tvming-NULL
「ID」 TVRI KANAL 3,http://wpc.d1627.nucdn.net/80D1627/o-tvri/Content/HLS/Live/Channel%28TVRI3%29/Stream%2803%29/index.m3u8?zshijd,tvming-NULL
「KH」 BAYON TV,http://203.176.130.123:8989/live/bayontv1_480k.stream/playlist.m3u8?zshijd#http://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/chunklist_b1800000_t64NzIwcA==.m3u8#http://203.176.130.123:8989/live/bayontv1_480k.stream/playlist.m3u8,tvming-NULL
「KH」 FRANCOPHONIE 24,http://mv2.tvfrancophonie.org/live/Stream1/media_b776739_w671289549.m3u8,tvming-NULL
「KH」 FRESH NEWS TV,http://167.99.65.12:1935/live/ngrp:myStream_all/chunklist.m3u8?zshijd#http://167.99.65.12:1935/live/ngrp:myStream_all/chunklist.m3u8,tvming-NULL
「KH」 PERSIANA COMEDY,http://51.210.199.27/hls/stream.m3u8,tvming-NULL
「KH」 PERSIANA DOCUMENTARY,http://51.210.199.23/hls/stream.m3u8,tvming-NULL
「KH」 PERSIANA FAMILY,http://51.210.199.19/hls/stream.m3u8,tvming-NULL
「KH」 PERSIANA MUSIC,http://51.210.199.24/hls/stream.m3u8,tvming-NULL
「KH」 PERSIANA NOSTALGIA,http://51.210.199.20/hls/stream.m3u8,tvming-NULL
「KH」 PERSIANA TECHNOLOGY,http://51.210.199.25/hls/stream.m3u8,tvming-NULL
「KH」 PERSIANAIRANIAN,http://51.210.199.22/hls/stream.m3u8,tvming-NULL
「KH」 PNN,http://203.176.130.123:8989/live/pnn_480k.stream/playlist.m3u8,tvming-NULL
「KH」 TV9,http://203.176.130.123:8989/live/ctv9_480k.stream/playlist.m3u8,tvming-NULL
「KH」 TVK,http://203.176.130.123:8989/live/tvk_480k.stream/chunklist.m3u8,tvming-NULL
「KH」 TVR,https://streamtv.cdn.dvmr.fr/TVR/ngrp:tvr.stream_all/master.m3u8,tvming-NULL
「KH」FRANCE 24,http://static.france24.com:80/live/F24_FR_HI_HLS/live_tv.m3u8#https://static.france24.com/live/F24_FR_HI_HLS/live_tv.m3u8,tvming-NULL
「RU」 ALKORQAPLUS,http://32.shqiptv.org/korca/albplus/index.m3u8,tvming-NULL
「RU」 GITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8?zshijd,tvming-NULL
「RU」 MUZ SOJUZ,http://hls.tvsoyuz.cdnvideo.ru/tvsoyuz2/muzsoyuz.6fw0-58xp-acts-esy0/chunklist.m3u8,tvming-NULL
「RU」 RBC,http://e6.online.video.rbc.ru/online2/rbctv_480p/index.m3u8,tvming-NULL
「RU」 RUTV,http://92.50.128.180/utv/1358/index.m3u8,tvming-NULL
「RU」 SHANSON TV(OPT1),http://hls.shansontv.cdnvideo.ru/shansontv/smil:shansontv.smil/playlist.m3u8,tvming-NULL
「RU」 TIVIKOMULANUDJE,http://tvcom.stream.intelema.ru/tvcom/studio/index.m3u8,tvming-NULL
「RU」 TROSOYUZ,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8,tvming-NULL
「RU」 TVBRICS(ENG),http://brics.bonus-tv.ru/cdn/brics/english/tracks-v1a1/index.m3u8,tvming-NULL
「RU」 UGRATV,http://live.ugratv.cdnvideo.ru/ugratv/smil:ugrastream1.smil/playlist.m3u8,tvming-NULL
「RU」 UNIVERTV,http://cdn.universmotri.ru/live/hq.sdp/chunklist_w1792531.m3u8,tvming-NULL
「RU」 НТМ,https://live-ntm13.cdnvideo.ru/ntm13/smil:ntm13.smil/playlist.m3u8,tvming-NULL
「RU」 ОРСК,http://infochhdcdn.trkeurasia.ru/orsk-infochhd/infochhd/playlist.m3u8,tvming-NULL
「RU」 САМАРА,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8,tvming-NULL
「TU」TRT WORLD,https://tv-trtworld.live.trt.com.tr/master.m3u8,tvming-NULL
WBRZ2+,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8,tvming-NULL
ABC AUSTRALIA,http://line.premiumpowers.net:80/Manuel/1234567/941682,tvming-NULL
ACK TV,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8,tvming-NULL
ARIRANG KOREA,http://line.premiumpowers.net:80/Manuel/1234567/941614,tvming-NULL
BBC AMERICA,https://uni8rtmp.tulix.tv/cfntv/cfntv/playlist.m3u8,tvming-NULL
BBC CBEEBIES,http://line.premiumpowers.net:80/Manuel/1234567/941672,tvming-NULL
BBC EARTH,http://198.16.64.10:8278/bbcearth_twn/playlist.m3u8?tid=ME4E1221123312211233&ct=19225&tsum=6c7cae0711b757a53b43540bf40f93b0#http://de1cdn.plusx.tv:8880/307/mono.m3u8?token=b457d9d9a2dd39e2fa3333#http://line.premiumpowers.net:80/Manuel/1234567/941667,tvming-NULL
BBC LIFESTYLE,http://line.premiumpowers.net:80/Manuel/1234567/941668,tvming-NULL
BBC NEWS,http://198.16.64.10:8278/bbc2_antik/playlist.m3u8?tid=MA6A4519490645194906&ct=19225&tsum=9b7ac03eed5276fa8bda87e0e8e64ed1,tvming-NULL
BBC WORLD NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941693#http://103.199.161.254/Content/bbcworld/Live/Channel%28BBCworld%29/index.m3u8,tvming-NULL
BLOOMBERG,http://line.premiumpowers.net:80/Manuel/1234567/941692,tvming-NULL
BLOOMBERGTV+2,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8,tvming-NULL
BLOOMBERGTV+4K,https://bloomberg-bloombergtv-1-gb.samsung.wurl.com/manifest/playlist.m3u8#https://bloomberg-bloombergtv-1-fr.samsung.wurl.com/manifest/playlist.m3u8,tvming-NULL
BOOMERANG,http://line.premiumpowers.net:80/Manuel/1234567/941674,tvming-NULL
BOSTONUNIVERSITY,http://butv10-livestream.bu.edu/live/WIFI-2096k-1080p/WIFI-2096k-1080p.m3u8,tvming-NULL
BOX OFFICE CANAL+ UHD,http://cineapp.org:8000/zbigniew/zbigniew/166359,tvming-NULL
CANAL+ LDC UHD,http://cineapp.org:8000/zbigniew/zbigniew/166356,tvming-NULL
CANAL+ UHD,http://cineapp.org:8000/zbigniew/zbigniew/166355,tvming-NULL
CBS NEWS,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8,tvming-NULL
CBS NEWS BALTIMORE,https://cbsnews.akamaized.net/hls/live/2020607/cbsnlineup_8/master.m3u8,tvming-NULL
CBS NEWS CHICAGO,https://cbsn-chi.cbsnstream.cbsnews.com/out/v1/b2fc0d5715d54908adf07f97d2616646/master.m3u8,tvming-NULL
CBS NEWS COLORADO,https://cbsn-den.cbsnstream.cbsnews.com/out/v1/2e49baf2906244ecb01b07d9885fbe7a/master.m3u8,tvming-NULL
CBS NEWS DALLAS FT WORTH,https://cbsn-dal.cbsnstream.cbsnews.com/out/v1/ffa98bbf7d2b4c038c229bd4d9122708/master.m3u8,tvming-NULL
CBS NEWS LOS ANGELES,https://cbsn-la.cbsnstream.cbsnews.com/out/v1/57b6c4534a164accb6b1872b501e0028/master.m3u8,tvming-NULL
CBS NEWS MIAMI,https://cbsn-mia.cbsnstream.cbsnews.com/out/v1/ac174b7938264d24ae27e56f6584bca0/master.m3u8,tvming-NULL
CBS NEWS PITTSBURGH,https://cbsn-pit.cbsnstream.cbsnews.com/out/v1/6966dabf8150405ab26f854e3cd6a2b8/master.m3u8,tvming-NULL
CBS NEWS SACRAMENTO ,https://cbsnews.akamaized.net/hls/live/2020607/cbsnsac_2/master.m3u8,tvming-NULL
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8,tvming-NULL
CGTN,http://line.premiumpowers.net:80/Manuel/1234567/941691#http://23.237.10.66:16428,tvming-CCTVEN
CGTN DOCUMENTARY,https://livedoc.cgtn.com/500d/prog_index.m3u8?zshijd#http://23.237.10.66:16473,tvming-NULL
CGTN РУССКИЙ,http://liveru.cgtn.com/1000r/prog_index.m3u8?zshijd,tvming-NULL
CGTN 俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8,tvming-NULL
CGTN 英语,http://live.cgtn.com/1000/prog_index.m3u8?zshijd#http://live.cgtn.com/500/prog_index.m3u8?zshijd,tvming-NULL
CGTN阿语,http://livear.cgtn.com/1000a/prog_index.m3u8?zshijd,tvming-NULL
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8?zshijd,tvming-NULL
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8?zshijd#https://news.cgtn.com/resource/live/french/cgtn-f.m3u8?zshijd,tvming-NULL
CGTN纪录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8?zshijdynhkwlive-xjp-en/index_1M.m3u8?zshijd,tvming-NULL
CGTN西语,http://livees.cgtn.com/1000e/prog_index.m3u8?zshijd#https://livees.cgtn.com/1000e/prog_index.m3u8?zshijd#https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8?zshijd,tvming-NULL
CNA,http://line.premiumpowers.net:80/Manuel/1234567/941688#http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8,tvming-NULL
CNBC,http://line.premiumpowers.net:80/Manuel/1234567/941689,tvming-CNBC
CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8#http://source07.v.news.cn/live/CNC_EN/playlist.m3u8?zshijd,tvming-NULL
CNC中文,http://39.134.115.163:8080/TVOD/88888910/224/3221225694/index.m3u8?/PLTV/.smil#http://source07.v.news.cn/live/CNC_CN/playlist.m3u8?zshijd,tvming-NULL
CNN,https://tve-live-lln.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_3_1464000.m3u8#https://tve-live-lln.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_4_1064000.m3u8#https://tve-live-lln.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_2_1964000.m3u8#https://tve-live-lln.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8#http://line.premiumpowers.net:80/Manuel/1234567/941690#http://line.premiumpowers.net:80/Manuel/1234567/941690#http://198.16.64.10:8278/cnn_twn/playlist.m3u8?tid=ME9E1590756115907561&ct=19225&tsum=adf5db9504938a69e07bad07c9d6f7d6#https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8#http://ip2121.com:8081/live/cnn/playlist.m3u8,tvming-CNN
CRIME+INVESTIGATION,http://line.premiumpowers.net:80/Manuel/1234567/941666,tvming-NULL
CW,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/419893,tvming-XinHuaNewsEn
FASHION,http://line.premiumpowers.net:80/Manuel/1234567/941677,tvming-NULL
FOX NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941685,tvming-NULL
FOX SOUL (1080P),http://fox-foxsoul-roku.amagi.tv/playlist.m3u8,tvming-NULL
GEM,http://line.premiumpowers.net:80/Manuel/1234567/941608#http://line.premiumpowers.net:80/Manuel/1234567/941635,tvming-NULL
IN WILD「自然」,https://inwild-samsungau.amagi.tv/playlist.m3u8,tvming-NULL
KBS WORLD,http://line.premiumpowers.net:80/Manuel/1234567/941604#https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8#https://wms4-kortv.akamaized.net/a_live/63719963/smil:20ch011.smil/playlist.m3u8,tvming-NULL
KINO TV 4K,http://v1.nddarsenio.com:8008/Mihai_costin./h3JuTsE/95488,tvming-NULL
LIFETIME,http://line.premiumpowers.net:80/Manuel/1234567/941669,tvming-NULL
MEDIA LIVE 1,http://line.premiumpowers.net:80/Manuel/1234567/941678,tvming-NULL
MEDIA LIVE 2,http://line.premiumpowers.net:80/Manuel/1234567/941679,tvming-NULL
MEDIA LIVE+1,http://line.premiumpowers.net:80/Manuel/1234567/941680,tvming-NULL
MEDIACORP 8,http://line.premiumpowers.net:80/Manuel/1234567/941616,tvming-NULL
MEDIACORP S,http://line.premiumpowers.net:80/Manuel/1234567/941575,tvming-NULL
MEDIACORP U,http://line.premiumpowers.net:80/Manuel/1234567/941617,tvming-NULL
MOVIEKINGDOM,https://a.jsrdn.com/broadcast/e9b4093a41/%2B0000/high/c.m3u8,tvming-NULL
MOVIESPHERE,https://moviesphere-samsung-samsungus.amagi.tv/playlist.m3u8,tvming-NULL
MUSEUM UHD,http://cineapp.org:8000/zbigniew/zbigniew/166360,tvming-NULL
NASA TV PUBLIC,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8?zshijd,tvming-NULL
NATIONAL GEOGRAPHIC,http://line.premiumpowers.net:80/Manuel/1234567/941665#http://198.16.64.10:8278/Natgeo/playlist.m3u8?tid=MFCF3878328938783289&ct=19225&tsum=d9b8d4ee66870f387dfdf70452237e40,tvming-NULL
NATIONAL GEOGRAPHIC WILD,http://line.premiumpowers.net:80/Manuel/1234567/941664#http://198.16.64.10:8278/natgeowild_twn/playlist.m3u8?tid=ME7E6122598161225981&ct=19225&tsum=c88897efa30d472128421acf3d4b62c8,tvming-NULL
NBA TV,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/418182,tvming-NULL
NBC,http://abc123.digital:8080/Deacon68/uFHfwNRuHH/419895,tvming-CNBC
NBC 15 MADISON WI (WMTV) (720P),https://ad-playlistserver.aws.syncbak.com/playlist/899088/master.m3u8?access_token=eyJhbGciOiJIUzI1NiIsImtpZCI6IkdyYXkyMDE2MDgyOSIsInN1YiI6IioiLCJ0eXAiOiJKV1QifQ.eyJleHAiOjE3OTAzNjkxMDUsImlzcyI6IldMUyIsIm1kNSI6ImJhZTU4Y2ZlZWM2NmU1MjZkNmVjZmE1YmUzNTQxMzQ4IiwibWlkIjoiODk5MDg4In0.vBWkHmqS3z3dpq8UWfbk4wFd-vQlj6B0up-rpt7X_7Q,tvming-NULL
NBC 26 GREEN BAY WI (WGBA) (720P),https://content.uplynk.com/channel/1fbfb28ae5044f619f75ae0adb011989.m3u8,tvming-NULL
NBC 6 COLLEGE STATION TX (KAGS) (1080P),https://livevideo01.kagstv.com/hls/live/2016283/newscasts/live.m3u8,tvming-NULL
NBC NEWS NOW,https://nbcnews2.akamaized.net/hls/live/723426/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8#http://abc123.digital:8080/Deacon68/uFHfwNRuHH/405946#http://nbcnews2.akamaized.net/hls/live/723426-b/NBCNewsPlaymaker24x7Linear99a3a827-ua/master.m3u8,tvming-NULL
NEWS MAX,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index_720.m3u8#http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8,tvming-NULL
NEWS24 JAPAN,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8,tvming-NULL
NHK,http://line.premiumpowers.net:80/Manuel/1234567/941611,tvming-NHK
NHK WORLD JAPAN,http://line.premiumpowers.net:80/Manuel/1234567/941610,tvming-NULL
NICK JR,http://line.premiumpowers.net:80/Manuel/1234567/941670,tvming-NULL
NICKELODEON,http://line.premiumpowers.net:80/Manuel/1234567/941671,tvming-NULL
NRB NETWORK,http://uni6rtmp.tulix.tv/nrbnetwork/myStream.sdp/playlist.m3u8,tvming-NULL
ONE,http://line.premiumpowers.net:80/Manuel/1234567/941601#http://line.premiumpowers.net:80/Manuel/1234567/941602#http://line.premiumpowers.net:80/Manuel/1234567/941628,tvming-NULL
PBS AMERICA,https://pbs-samsunguk.amagi.tv/playlist.m3u8,tvming-NULL
PREMIUM FILM 4K,http://v1.nddarsenio.com:8008/Mihai_costin./h3JuTsE/53102,tvming-NULL
RETRO TV,http://592f16fa90d9b.streamlock.net/retrotv/smil:retrotv2.smil/chunklist.m3u8,tvming-NULL
RFI法国国际广播电台,http://rfichinois96k.ice.infomaniak.ch/rfichinois-96k.mp3,tvming-NULL
RT NEWS,https://rt-glb.rttv.com/live/rtnews/playlist.m3u8,tvming-NULL
RTL UHD,http://live.darkside-iptv.co:8080/pMDWkZ3Uff7S/g98astfctveh/29821.ts,tvming-NULL
SKY NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941684,tvming-NULL
SKY NEWS EXTRA,https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8#https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8#https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8,tvming-NULL
SOFY TV,https://sofy-ger-samsung.amagi.tv/playlist.m3u8,tvming-NULL
SPO TV,http://line.premiumpowers.net:80/Manuel/1234567/941564,tvming-NULL
SPO TV2,http://line.premiumpowers.net:80/Manuel/1234567/941563,tvming-NULL
STARHUB,http://line.premiumpowers.net:80/Manuel/1234567/941565,tvming-NULL
STARHUB2,http://line.premiumpowers.net:80/Manuel/1234567/941566,tvming-NULL
TF1 UHD,http://cineapp.org:8000/zbigniew/zbigniew/166354,tvming-NULL
TFC,http://line.premiumpowers.net:80/Manuel/1234567/941576,tvming-NULL
WOW TV,http://cdn.elsalvadordigital.com:1935/wowtv/wowtv/playlist.m3u8,tvming-NULL
RED BULL TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8#https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8,tvming-NULL
半岛电视,http://live-hls-web-aje.getaj.net/AJE/index.m3u8#https://live-hls-web-aje.getaj.net/AJE/01.m3u8#http://live-hls-web-aja.getaj.net/AJA/02.m3u8,tvming-NULL
朝鲜中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8,tvming-NULL
俄国斯红星电视台,https://tvchannelstream1.tvzvezda.ru/cdn/tvzvezda/playlist_hdhigh.m3u8,tvming-NULL
俄罗斯RTDOC,https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8#https://rt-rtd.rttv.com/live/rtdoc/playlist_2500Kb.m3u8,tvming-NULL
俄罗斯RTNEWS,https://rt-glb.rttv.com/live/rtnews/playlist_4500Kb.m3u8#https://rt-glb.rttv.com/live/rtnews/playlist_2500Kb.m3u8,tvming-NULL
俄罗斯RTUK,https://rt-uk.rttv.com/live/rtuk/playlist_4500Kb.m3u8#https://rt-uk.rttv.com/live/rtuk/playlist_2500Kb.m3u8,tvming-NULL
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8,tvming-NULL
美国中文电视,https://jpts.sinovision.net/livestream.m3u8#https://cdnts.sinovision.net/livestream.m3u8,tvming-NULL
欧洲新闻台,https://d1mpprlbe8tn2j.cloudfront.net/v1/master/7b67fbda7ab859400a821e9aa0deda20ab7ca3d2/euronewsLive/87O7AhxRUdeeIVqf/ewnsabren_eng.m3u8,tvming-NULL
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8#http://198.16.64.10:8278/cna/playlist.m3u8?tid=MFAF1272681512726815&ct=19225&tsum=4d6a781648283b1bb018bc5c098432d0,tvming-NULL

🇨🇳［日本］,#genre# 
ANIMAX,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS236&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
AXN JAPAN,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS311&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSTBS,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS161&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSスカパー!,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS241&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSテレ東,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS171&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BSフジ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS181&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BS朝日,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS151&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
BS日テレ,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS141&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
CNN JAPAN,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS354&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
FOX,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS312&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
GAORA,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS254&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
J SPORTS 1,http://redlabmcdn.s.llnwi.net/nv02/bs15hd/index.m3u8,tvming-NULL
J SPORTS 2,http://redlabmcdn.s.llnwi.net/nv02/bs11hd/index.m3u8,tvming-NULL
J SPORTS 3,http://redlabmcdn.s.llnwi.net/nv02/bs12hd/index.m3u8,tvming-NULL
JSPORTS 1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS242&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
JSPORTS 2,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS243&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
JSPORTS 3,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS244&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
JSPORTS 4,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
LALATV,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS314&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
MUSIC ON TV!,https://stream01.willfonk.com/live_playlist.m3u8?cid=CS325&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NHK BS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NHK BSプレミアム,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS103&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1,tvming-NULL
NHK WORLD JAPAN,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8#https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8#http://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8#https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8,tvming-NULL
